Attendance,Hours_Studied,Previous_Scores,Access_to_Resources,Tutoring_Sessions,Parental_Involvement,Parental_Education_Level,Family_Income,Exam_Score
1.1237534533717888,0.0038247661472472,-1.7407954070758322,-0.1404990337643092,-0.4014114235676847,-0.1229556782182992,0.3774546054493748,1.6301694083202758,71
-0.9542014954030068,-0.3303445281971943,-0.6990751771735046,-0.1404990337643092,2.029929563625756,1.3159641670593372,-0.9037617189551556,0.2851214799545941,65
-0.7810385830051073,1.006332649180572,1.3149172673043286,-1.5719732148326244,1.2194825678946093,-0.1229556782182992,1.6586709298539055,-1.0599264484110875,68
-0.5212942144082578,0.170909413319468,-0.6296271618466828,1.290975147304006,-0.4014114235676847,-0.1229556782182992,-0.9037617189551556,0.2851214799545941,66
-1.4736902325967058,0.6721633548361304,-1.046315253807614,-0.1404990337643092,1.2194825678946093,-0.1229556782182992,-0.9037617189551556,1.6301694083202758,65
1.2969163657696885,0.8392480020083513,-1.2546592997880792,1.290975147304006,0.4090355721634622,1.3159641670593372,0.3774546054493748,1.6301694083202758,73
1.6432421905654877,-0.6645138225416359,-1.2546592997880792,-0.1404990337643092,2.029929563625756,1.3159641670593372,0.3774546054493748,0.2851214799545941,71
1.0371719971728388,0.8392480020083513,1.2454692519775068,-0.1404990337643092,1.2194825678946093,1.3159641670593372,-0.9037617189551556,1.6301694083202758,74
0.51768325997914,0.170909413319468,-1.6713473917490105,-0.1404990337643092,0.4090355721634622,-1.5618755234959356,-0.9037617189551556,-1.0599264484110875,67
0.1713574351833407,-0.6645138225416359,-0.4212831158662173,1.290975147304006,0.4090355721634622,-0.1229556782182992,0.3774546054493748,-1.0599264484110875,68
0.2579388913822905,1.3405019435250136,0.4120930680556447,-1.5719732148326244,-1.2118584192988318,1.3159641670593372,-0.9037617189551556,-1.0599264484110875,68
1.7298236467644377,-0.8315984697138568,1.3149172673043286,1.290975147304006,0.4090355721634622,1.3159641670593372,0.3774546054493748,0.2851214799545941,73
-0.6944571268061575,-1.3328524112305191,-0.560179146519861,-0.1404990337643092,-1.2118584192988318,-0.1229556782182992,-0.9037617189551556,-1.0599264484110875,61
0.6042647161780897,-0.6645138225416359,0.0648529914215355,-0.1404990337643092,-0.4014114235676847,-0.1229556782182992,1.6586709298539055,-1.0599264484110875,67
1.3834978219686382,-2.168275647091623,-1.7407954070758322,-1.5719732148326244,-0.4014114235676847,1.3159641670593372,0.3774546054493748,1.6301694083202758,65
-1.5602716887956556,-2.168275647091623,-1.6713473917490105,-0.1404990337643092,-1.2118584192988318,1.3159641670593372,0.3774546054493748,0.2851214799545941,58
-0.0018054772145589,-0.1632598810249735,-0.4212831158662173,-0.1404990337643092,-0.4014114235676847,1.3159641670593372,0.3774546054493748,-1.0599264484110875,66
0.6908461723770396,-0.4974291753694151,1.3149172673043286,1.290975147304006,0.4090355721634622,1.3159641670593372,-0.9037617189551556,0.2851214799545941,71
0.4311018037801901,0.170909413319468,-0.976867238480792,-0.1404990337643092,0.4090355721634622,1.3159641670593372,-0.9037617189551556,0.2851214799545941,68
0.1713574351833407,0.170909413319468,-1.046315253807614,-0.1404990337643092,1.2194825678946093,-0.1229556782182992,-0.9037617189551556,1.6301694083202758,70
0.51768325997914,0.8392480020083513,0.4120930680556447,-0.1404990337643092,-0.4014114235676847,-0.1229556782182992,-0.9037617189551556,1.6301694083202758,69
0.6908461723770396,1.5075865906972346,1.4538132979579723,1.290975147304006,0.4090355721634622,-0.1229556782182992,-0.9037617189551556,-1.0599264484110875,72
0.9505905409738892,1.006332649180572,-0.2823870852125736,-1.5719732148326244,-1.2118584192988318,-0.1229556782182992,-0.9037617189551556,-1.0599264484110875,68
-0.2615498458114084,-0.3303445281971943,-1.393555330441723,1.290975147304006,1.2194825678946093,-0.1229556782182992,-0.9037617189551556,1.6301694083202758,66
0.0847759789843908,-1.1657677640582984,0.6898851293629321,-0.1404990337643092,-0.4014114235676847,-1.5618755234959356,-0.9037617189551556,-1.0599264484110875,63
-1.5602716887956556,-1.6670217055749608,-1.6713473917490105,1.290975147304006,-0.4014114235676847,1.3159641670593372,-0.9037617189551556,0.2851214799545941,61
1.2969163657696885,-0.6645138225416359,-0.4907311311930391,-1.5719732148326244,0.4090355721634622,-0.1229556782182992,-0.9037617189551556,0.2851214799545941,66
