Communication_Skills,CGPA,Prev_Sem_Result,IQ,Projects_Completed,Extra_Curricular_Score,Internship_Experience,Academic_Performance,Placement
-0.5483054353915534,-1.876551032343772,-1.694304099897201,0.765135393083266,-1.4681733166191775,-1.5759148960008476,1.2204302056910403,-0.8875112663966895,0
0.1440316905772939,-1.305339723146915,-1.1484576584167825,-1.8302693716304017,-0.3013697918819543,1.2765332794800484,-0.8193831940055707,-1.237483629099341,0
0.4902002535617175,1.4691152072378149,1.573865100358976,-0.7654879296965893,0.8654337328552689,-0.6250988375072156,-0.8193831940055707,-0.1875665409913863,0
-0.5483054353915534,0.6598991858756021,0.7032745734408403,2.029563355379668,-0.3013697918819543,-1.2589762098363035,-0.8193831940055707,0.5123781844139168,1
-0.894473998375977,-0.9925335300153032,-0.9204458537477468,0.0996469918746332,0.8654337328552689,-0.6250988375072156,-0.8193831940055707,-0.8875112663966895,0
-1.2406425613604006,-0.6117259905507327,-0.450603347157007,-0.9651344500591792,1.4488354952238804,-0.6250988375072156,-0.8193831940055707,-0.1875665409913863,0
-1.2406425613604006,-1.52974416604568,-1.569934024623182,1.2975261140501722,0.8654337328552689,0.0087785348218723,1.2204302056910403,1.5622952725218715,0
1.5287059425149885,-0.1765173740197948,0.1574281319604211,0.6320377128415394,-0.3013697918819543,-0.3081601513426716,1.2204302056910403,-1.5874559918019926,0
-1.2406425613604006,0.891103763407663,1.1869359772842487,-1.0316832901800423,-1.4681733166191775,-1.2589762098363035,-0.8193831940055707,-0.1875665409913863,0
-1.5868111243448242,-0.6185261251840285,-0.5957017683100296,0.2327446721163597,0.2820319704866573,-1.2589762098363035,1.2204302056910403,-1.237483629099341,0
1.1825373795305647,-0.3805214130186719,-0.6647962545733734,0.765135393083266,0.2820319704866573,0.9595945933155045,-0.8193831940055707,0.1624058217112652,1
-0.2021368724071297,-1.4957434928792006,-1.2659182850644677,0.6985865529624027,-0.3013697918819543,-1.2589762098363035,1.2204302056910403,1.21232290981922,0
-0.2021368724071297,-0.2717192588859373,-0.132768710345624,0.4323911924789496,0.8654337328552689,0.6426559071509603,1.2204302056910403,-0.8875112663966895,0
-1.5868111243448242,0.9319045712074387,1.0625659020102296,-0.1665483686088198,1.4488354952238804,0.6426559071509603,-0.8193831940055707,0.5123781844139168,0
1.5287059425149885,-0.3057199320524167,-0.5611545251783577,-0.0999995284879566,0.2820319704866573,0.6426559071509603,-0.8193831940055707,1.21232290981922,0
-0.2021368724071297,0.4626952815100214,0.4268966283874637,0.299293512237223,-0.8847715542505659,-0.6250988375072156,1.2204302056910403,0.5123781844139168,0
-1.2406425613604006,-0.4281223554517429,-0.6786151518260426,0.565488872720676,0.2820319704866573,0.6426559071509603,1.2204302056910403,-0.8875112663966895,0
1.5287059425149885,0.0886878766787459,-0.0014891864452699,-0.8320367698174526,1.4488354952238804,-0.3081601513426716,1.2204302056910403,0.8623505471165683,0
-0.894473998375977,-0.4213222208184471,-0.1604065048509617,0.299293512237223,-0.8847715542505659,0.9595945933155045,-0.8193831940055707,1.21232290981922,0
1.5287059425149885,1.0407067253401734,1.2007548745369172,-0.7654879296965893,0.2820319704866573,-1.5759148960008476,-0.8193831940055707,-0.8875112663966895,1
-0.2021368724071297,0.4354947429768371,0.7240029193198432,0.6320377128415394,1.4488354952238804,-0.9420375236717596,-0.8193831940055707,0.8623505471165683,0
0.4902002535617175,-0.0949157584202438,0.1159714402024149,0.765135393083266,0.8654337328552689,0.0087785348218723,-0.8193831940055707,1.5622952725218715,0
-0.2021368724071297,1.3535129184717845,1.6775068297539926,1.4971726344127618,0.2820319704866573,-1.5759148960008476,1.2204302056910403,1.21232290981922,1
1.5287059425149885,0.2246905693446642,-0.0429458782032767,0.1661958319954964,0.2820319704866573,0.9595945933155045,-0.8193831940055707,-1.237483629099341,0
1.5287059425149885,-1.4481425504461292,-1.5215678842388407,0.299293512237223,-1.4681733166191775,0.3257172209864163,-0.8193831940055707,1.5622952725218715,0
-1.5868111243448242,0.7006999936753779,0.7240029193198432,2.029563355379668,0.8654337328552689,0.6426559071509603,-0.8193831940055707,1.5622952725218715,1
-0.2021368724071297,-0.8021297602830183,-0.7615285353420557,-0.2330972087296831,0.2820319704866573,-1.2589762098363035,1.2204302056910403,0.5123781844139168,0
-0.5483054353915534,-0.7817293563831305,-0.7960757784737276,1.4971726344127618,0.8654337328552689,1.5934719656445924,-0.8193831940055707,-0.8875112663966895,0
1.5287059425149885,-0.0269144120872844,-0.0429458782032767,0.8982330733249925,0.8654337328552689,0.6426559071509603,-0.8193831940055707,-1.237483629099341,1
-1.2406425613604006,-1.11493595341463,-0.9964497886374256,-0.0334506883670933,-1.4681733166191775,0.3257172209864163,1.2204302056910403,1.21232290981922,0
-0.5483054353915534,0.1906898961781842,0.5236289091561446,1.0978795936875825,0.8654337328552689,1.2765332794800484,1.2204302056910403,0.5123781844139168,0
0.1440316905772939,-0.6865274715169879,-1.00335923726376,1.430623794291899,1.4488354952238804,1.2765332794800484,-0.8193831940055707,0.1624058217112652,0
