Attendance,Hours_Studied,Previous_Scores,Access_to_Resources,Parental_Involvement,Tutoring_Sessions,Parental_Education_Level,Family_Income,Exam_Score
1.214431137131016,0.8388234652712269,-0.2827014097854482,1.2885735018478053,1.3136126598306066,2.036836627645384,0.3744424911473677,0.285970759412303,74
-1.037313761232021,0.0041185681317912,-1.3939132574555355,-0.1434879155968454,1.3136126598306066,-1.213934457288018,-0.9154123258550612,-1.060721191718906,63
-0.5176803231482429,0.1710595475596783,1.314665621240302,-0.1434879155968454,1.3136126598306066,-0.4012416860546675,-0.9154123258550612,-1.060721191718906,97
-0.6042858961622058,1.3396464035548885,-0.6994058526617309,1.2885735018478053,-0.1242665388938497,1.2241438564120333,1.6642973081497967,1.632662710543512,72
1.560853429186868,-0.329763390723983,-0.6299551121823505,1.2885735018478053,-0.1242665388938497,-1.213934457288018,1.6642973081497967,0.285970759412303,69
0.6081921260332754,0.3380005269875655,-0.4910536312235896,-1.5755493330414962,1.3136126598306066,-1.213934457288018,-0.9154123258550612,-1.060721191718906,67
0.0885586879494977,-0.1628224112960958,-1.5328147384142965,1.2885735018478053,-0.1242665388938497,0.4114510851786828,-0.9154123258550612,1.632662710543512,68
-1.6435527723297614,0.8388234652712269,0.4118059950083562,-0.1434879155968454,-0.1242665388938497,-1.213934457288018,-0.9154123258550612,0.285970759412303,65
-0.7774970421901317,1.005764444699114,1.314665621240302,-1.5755493330414962,-0.1242665388938497,1.2241438564120333,1.6642973081497967,-1.060721191718906,68
-1.3837360532878724,0.3380005269875655,0.1340030330908344,-0.1434879155968454,1.3136126598306066,-0.4012416860546675,0.3744424911473677,1.632662710543512,65
1.3010367101449791,0.5049415064154527,0.3423552545289758,-0.1434879155968454,-1.5621457376183063,0.4114510851786828,-0.9154123258550612,-1.060721191718906,70
1.214431137131016,0.0041185681317912,1.6619193236372043,-0.1434879155968454,-1.5621457376183063,-1.213934457288018,0.3744424911473677,0.285970759412303,70
1.6474590022008309,-0.1628224112960958,0.828510437884639,-1.5755493330414962,-0.1242665388938497,-0.4012416860546675,-0.9154123258550612,0.285970759412303,70
-0.257863604106354,-1.3314092672913058,-0.7688565931411113,-0.1434879155968454,-1.5621457376183063,0.4114510851786828,0.3744424911473677,1.632662710543512,64
0.5215865530193126,0.6718824858433398,1.1063133998021608,1.2885735018478053,-0.1242665388938497,-1.213934457288018,0.3744424911473677,-1.060721191718906,72
-0.8641026152040947,0.6718824858433398,-0.9077580740998724,1.2885735018478053,-0.1242665388938497,0.4114510851786828,0.3744424911473677,-1.060721191718906,65
0.1751642609634607,-0.9975273084355316,1.453567102199063,-0.1434879155968454,1.3136126598306066,0.4114510851786828,-0.9154123258550612,1.632662710543512,66
-0.1712580310923911,-0.4967043701518701,1.5924685831578238,-0.1434879155968454,-0.1242665388938497,0.4114510851786828,-0.9154123258550612,0.285970759412303,66
-0.8641026152040947,0.8388234652712269,-0.2827014097854482,-0.1434879155968454,-0.1242665388938497,-1.213934457288018,0.3744424911473677,-1.060721191718906,65
0.8680088450751643,-1.3314092672913058,-0.0048984478679264,1.2885735018478053,1.3136126598306066,0.4114510851786828,1.6642973081497967,0.285970759412303,69
-0.0846524580784281,-0.1628224112960958,0.4812567354877367,-0.1434879155968454,-1.5621457376183063,-0.4012416860546675,-0.9154123258550612,-1.060721191718906,65
-0.7774970421901317,0.1710595475596783,-1.2550117764967743,-0.1434879155968454,1.3136126598306066,0.4114510851786828,1.6642973081497967,1.632662710543512,66
-1.730158345343724,0.1710595475596783,0.2034537735702149,-1.5755493330414962,1.3136126598306066,0.4114510851786828,-0.9154123258550612,0.285970759412303,64
-1.4703416263018354,2.0074103212664367,1.1063133998021608,1.2885735018478053,-0.1242665388938497,0.4114510851786828,-0.9154123258550612,1.632662710543512,68
1.0412199911030902,-1.3314092672913058,-0.2827014097854482,-0.1434879155968454,-1.5621457376183063,-1.213934457288018,-0.9154123258550612,0.285970759412303,64
