Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Peer_Negative,Peer_Neutral,Peer_Positive,Exam_Score,Placement
1.841755885041676,1.3834978219686382,1.3159641670593372,1.2909751473040059,0.8217876303385581,1.3386554202899492,-0.6990751771735046,1.5696841758015772,0.2868815698618879,-1.2118584192988318,-1.0599264484110875,-0.3281778487197662,1.5102530243409096,-0.9454473267267194,-0.34203470701904537,-0.9037617189551556,2.2318938462034166,-0.8540448610751373,2.6333044536176793,-0.17083890359445886,-0.2006762835363504,0.8647108543736758,-0.8207170578893007,0.960289589289825,-0.548178255615647,0.8637345770122132,-0.513293952290501,-0.8015886878032354,1.2240250682901004,74,0
-1.1657677640582984,0.34452034758124034,-0.1229556782182992,-0.14049903376430928,0.8217876303385581,1.3386554202899492,1.3149172673043286,0.13229068358873303,0.2868815698618879,1.2194825678946093,0.28512147995459414,-0.3281778487197662,-0.6621407034999388,-0.9454473267267194,2.92367990580651,-0.9037617189551556,-0.7514486982973466,-0.8540448610751373,-1.0267843378703714,0.5144681506818739,0.6507148616588497,0.8647108543736758,1.2184467111866477,-0.6258519657136724,-0.8945847664961184,1.446995469779169,1.9482014068890596,-0.8015886878032354,-0.8169767318548042,66,0
1.173417296352793,0.25793889138229054,-0.1229556782182992,-0.14049903376430928,0.8217876303385581,1.3386554202899492,0.06485299142153556,0.13229068358873303,0.2868815698618879,-0.4014114235676847,-1.0599264484110875,1.3356681919278244,-0.6621407034999388,0.9984801554986245,-0.34203470701904537,-0.9037617189551556,-0.7514486982973466,-0.8540448610751373,-0.3613136485089076,-1.576064479534819,-1.2768346910630834,0.8647108543736758,-0.8207170578893007,0.6430612782891255,1.530260809667181,0.8637345770122132,-0.513293952290501,-0.8015886878032354,1.2240250682901004,70,0
0.0038247661472472732,1.470079278167588,1.3159641670593372,-0.14049903376430928,0.8217876303385581,-0.02381873124747946,1.3149172673043286,1.5696841758015772,0.2868815698618879,-0.4014114235676847,0.28512147995459414,-0.3281778487197662,-0.6621407034999388,-1.9174110678393914,-0.34203470701904537,0.37745460544937487,0.740222573953035,-0.8540448610751373,0.03796876510797065,-0.9115243056911021,-0.8477335538847026,0.16508814357888912,1.2184467111866477,0.960289589289825,0.14463476614529566,0.2804736842452576,1.9482014068890596,-0.8015886878032354,-0.8169767318548042,72,0
-0.4974291753694151,-0.3481313020103582,-0.1229556782182992,1.2909751473040059,0.8217876303385581,0.6574183445212349,1.3843652826311503,-1.3051028086241112,0.2868815698618879,-0.4014114235676847,-1.0599264484110875,-0.3281778487197662,1.5102530243409096,0.9984801554986245,-0.34203470701904537,1.6586709298539055,-0.7514486982973466,1.1708986794219725,1.1027218680863127,-1.0707370556744924,-0.7796222622690868,0.16508814357888912,-0.8207170578893007,-0.9430802767143719,1.1838542987867098,1.446995469779169,-0.513293952290501,1.2475225950861577,-0.8169767318548042,67,1
0.6721633548361304,0.34452034758124034,1.3159641670593372,-1.5719732148326244,-1.2168593966156709,-0.02381873124747946,-0.6990751771735046,-1.3051028086241112,0.2868815698618879,1.2194825678946093,0.28512147995459414,1.3356681919278244,-0.6621407034999388,0.02651641438595255,-0.34203470701904537,-0.9037617189551556,-0.7514486982973466,1.1708986794219725,-0.8936901999980786,-1.285328153478193,-1.3585682410018227,-0.8843459226132909,-0.8207170578893007,0.3258329672884261,-1.5873977882570611,-0.8860481012886536,-0.513293952290501,-0.8015886878032354,1.2240250682901004,69,0
-0.4974291753694151,1.3834978219686382,1.3159641670593372,-0.14049903376430928,0.8217876303385581,-0.02381873124747946,0.6204371140361102,0.13229068358873303,0.2868815698618879,0.40903557216346226,-1.0599264484110875,1.3356681919278244,1.5102530243409096,0.02651641438595255,-0.34203470701904537,0.37745460544937487,-0.7514486982973466,1.1708986794219725,0.23760997191640978,0.7567484223957301,0.855048736505697,0.16508814357888912,1.2184467111866477,-1.5775368987157707,0.8374477879062384,-0.30278720852169805,-0.513293952290501,-0.8015886878032354,1.2240250682901004,72,1
-0.8315984697138568,-0.2615498458114084,-0.1229556782182992,-0.14049903376430928,0.8217876303385581,0.6574183445212349,0.6898851293629321,1.5696841758015772,0.2868815698618879,-0.4014114235676847,-1.0599264484110875,-0.3281778487197662,-0.6621407034999388,-0.9454473267267194,-0.34203470701904537,1.6586709298539055,0.740222573953035,-0.8540448610751373,0.1710629029802634,-1.6037536534449741,-1.8421584114726963,0.8647108543736758,-0.8207170578893007,0.960289589289825,-0.548178255615647,1.446995469779169,-0.513293952290501,-0.8015886878032354,1.2240250682901004,66,0
-0.16325988102497352,-1.4736902325967058,1.3159641670593372,-0.14049903376430928,-1.2168593966156709,-0.7050558070161939,1.5927093286116158,1.5696841758015772,0.2868815698618879,2.029929563625756,1.6301694083202758,-0.3281778487197662,1.5102530243409096,-0.9454473267267194,-0.34203470701904537,1.6586709298539055,-0.7514486982973466,-0.8540448610751373,0.7034394544694345,0.16143118332739936,-0.03720918365887182,0.16508814357888912,-0.8207170578893007,-0.3086236547129729,0.14463476614529566,-0.8860481012886536,-0.513293952290501,-0.8015886878032354,1.2240250682901004,69,0
0.8392480020083513,-0.3481313020103582,1.3159641670593372,1.2909751473040059,0.8217876303385581,-0.7050558070161939,-1.2546592997880792,-1.3051028086241112,-3.485758950919803,-1.2118584192988318,0.28512147995459414,-0.3281778487197662,-0.6621407034999388,0.02651641438595255,-0.34203470701904537,1.6586709298539055,0.740222573953035,-0.8540448610751373,-0.02857830382817573,1.3935994223292922,1.5702172984696656,0.16508814357888912,-0.8207170578893007,0.3258329672884261,0.14463476614529566,0.8637345770122132,-0.513293952290501,-0.8015886878032354,1.2240250682901004,68,0
